order_details_id,order_id,order_date,order_time,item_id,Payment Method,Platform,Branch,Quantity,Order Status
345,156,27-02-2024,10:24:26 AM,129,cash,local,Banjara Hills,1,complete
346,156,27-02-2024,10:24:26 AM,128,cash,local,Banjara Hills,4,complete
347,157,09-05-2025,03:18:31 PM,107,online,local,Mehdipatnam,1,complete
348,158,18-05-2025,07:57:50 AM,105,online,Swiggy,Banjara Hills,2,complete
349,158,18-05-2025,07:57:50 AM,125,online,Swiggy,Banjara Hills,1,complete
350,158,18-05-2025,07:57:50 AM,101,online,Swiggy,Banjara Hills,1,complete
351,159,06-12-2024,09:27:25 PM,129,online,Swiggy,Gachibowli,4,complete
352,159,06-12-2024,09:27:25 PM,131,online,Swiggy,Gachibowli,2,complete
353,159,06-12-2024,09:27:25 PM,120,online,Swiggy,Gachibowli,2,complete
354,160,18-11-2024,11:37:30 PM,117,online,Swiggy,Banjara Hills,3,complete
355,160,18-11-2024,11:37:30 PM,106,online,Swiggy,Banjara Hills,1,complete
356,160,18-11-2024,11:37:30 PM,111,online,Swiggy,Banjara Hills,1,complete
357,161,26-02-2025,08:12:07 AM,128,online,Swiggy,Banjara Hills,2,complete
358,162,12-12-2024,01:00:10 AM,131,online,Swiggy,Charminar,1,complete
359,162,12-12-2024,01:00:10 AM,118,online,Swiggy,Charminar,4,complete
360,162,12-12-2024,01:00:10 AM,112,online,Swiggy,Charminar,1,complete
361,162,12-12-2024,01:00:10 AM,125,online,Swiggy,Charminar,2,complete
362,163,24-05-2025,03:07:56 PM,131,online,local,Mehdipatnam,1,complete
363,164,29-07-2024,12:35:06 AM,121,online,Swiggy,Charminar,1,cancelled
364,165,04-02-2024,07:42:24 AM,129,online,Zomato,Gachibowli,2,complete
365,165,04-02-2024,07:42:24 AM,103,online,Zomato,Gachibowli,2,complete
366,166,05-11-2025,02:44:29 PM,111,online,Zomato,Charminar,2,complete
367,166,05-11-2025,02:44:29 PM,118,online,Zomato,Charminar,2,complete
368,167,14-07-2024,10:46:37 PM,109,online,Swiggy,Banjara Hills,3,complete
369,167,14-07-2024,10:46:37 PM,108,online,Swiggy,Banjara Hills,1,complete
370,167,14-07-2024,10:46:37 PM,128,online,Swiggy,Banjara Hills,1,complete
371,167,14-07-2024,10:46:37 PM,120,online,Swiggy,Banjara Hills,2,complete
372,168,01-02-2025,10:29:48 PM,128,online,Zomato,Banjara Hills,1,complete
373,168,01-02-2025,10:29:48 PM,129,online,Zomato,Banjara Hills,2,complete
374,168,01-02-2025,10:29:48 PM,111,online,Zomato,Banjara Hills,1,complete
375,169,09-07-2025,12:38:45 PM,122,cash,local,Charminar,2,complete
376,170,23-08-2025,12:47:39 PM,111,cash,local,Attapur,2,complete
377,170,23-08-2025,12:47:39 PM,123,cash,local,Attapur,2,complete
378,170,23-08-2025,12:47:39 PM,106,cash,local,Attapur,1,complete
379,170,23-08-2025,12:47:39 PM,119,cash,local,Attapur,2,complete
380,170,23-08-2025,12:47:39 PM,106,cash,local,Attapur,4,complete
381,171,05-10-2025,08:44:58 PM,111,online,Zomato,Mehdipatnam,1,complete
382,172,28-03-2025,11:30:33 PM,113,cash,local,Banjara Hills,4,complete
383,172,28-03-2025,11:30:33 PM,111,cash,local,Banjara Hills,1,complete
384,173,20-10-2024,02:56:12 PM,106,online,local,Banjara Hills,3,complete
385,174,21-11-2025,03:40:23 PM,109,online,Swiggy,Charminar,4,complete
386,174,21-11-2025,03:40:23 PM,128,online,Swiggy,Charminar,4,complete
387,174,21-11-2025,03:40:23 PM,120,online,Swiggy,Charminar,2,complete
388,174,21-11-2025,03:40:23 PM,129,online,Swiggy,Charminar,1,complete
389,174,21-11-2025,03:40:23 PM,119,online,Swiggy,Charminar,5,complete
390,175,15-06-2025,07:30:19 PM,128,cash,local,Gachibowli,1,complete
391,176,06-07-2024,10:18:42 AM,104,online,Zomato,Charminar,4,refunded
392,177,03-04-2025,01:18:50 PM,114,cash,local,Charminar,4,complete
393,177,03-04-2025,01:18:50 PM,126,cash,local,Charminar,1,complete
394,178,04-01-2024,09:31:39 PM,107,online,Swiggy,Gachibowli,5,complete
395,178,04-01-2024,09:31:39 PM,111,online,Swiggy,Gachibowli,1,complete
396,178,04-01-2024,09:31:39 PM,111,online,Swiggy,Gachibowli,2,complete
397,178,04-01-2024,09:31:39 PM,123,online,Swiggy,Gachibowli,2,complete
398,178,04-01-2024,09:31:39 PM,107,online,Swiggy,Gachibowli,2,complete
399,178,04-01-2024,09:31:39 PM,111,online,Swiggy,Gachibowli,1,complete
400,179,02-06-2025,01:42:27 PM,128,online,local,Attapur,2,complete
401,179,02-06-2025,01:42:27 PM,113,online,local,Attapur,1,complete
402,179,02-06-2025,01:42:27 PM,122,online,local,Attapur,2,complete
403,179,02-06-2025,01:42:27 PM,122,online,local,Attapur,3,complete
404,180,05-12-2024,02:19:11 PM,128,online,Swiggy,Charminar,2,complete
405,180,05-12-2024,02:19:11 PM,121,online,Swiggy,Charminar,2,complete
406,180,05-12-2024,02:19:11 PM,116,online,Swiggy,Charminar,3,complete
407,181,16-04-2024,08:51:58 PM,131,cash,local,Banjara Hills,1,complete
408,181,16-04-2024,08:51:58 PM,118,cash,local,Banjara Hills,1,complete
409,181,16-04-2024,08:51:58 PM,124,cash,local,Banjara Hills,2,complete
410,181,16-04-2024,08:51:58 PM,131,cash,local,Banjara Hills,2,complete
411,182,06-04-2024,12:28:56 PM,111,online,Swiggy,Banjara Hills,2,complete
412,182,06-04-2024,12:28:56 PM,114,online,Swiggy,Banjara Hills,2,complete
413,182,06-04-2024,12:28:56 PM,126,online,Swiggy,Banjara Hills,1,complete
414,182,06-04-2024,12:28:56 PM,132,online,Swiggy,Banjara Hills,2,complete
415,183,16-03-2025,04:12:52 PM,121,cash,local,Charminar,1,complete
416,183,16-03-2025,04:12:52 PM,116,cash,local,Charminar,1,complete
417,184,17-02-2025,10:06:31 PM,112,online,local,Gachibowli,3,complete
418,185,22-07-2024,08:00:49 AM,101,online,Swiggy,Banjara Hills,1,complete
419,185,22-07-2024,08:00:49 AM,101,online,Swiggy,Banjara Hills,1,complete
420,185,22-07-2024,08:00:49 AM,105,online,Swiggy,Banjara Hills,3,complete
421,186,16-01-2025,12:00:13 AM,114,online,Swiggy,Attapur,1,complete
422,186,16-01-2025,12:00:13 AM,111,online,Swiggy,Attapur,2,complete
423,186,16-01-2025,12:00:13 AM,128,online,Swiggy,Attapur,1,complete
424,187,19-03-2025,05:01:26 PM,107,cash,local,Banjara Hills,2,complete
425,187,19-03-2025,05:01:26 PM,112,cash,local,Banjara Hills,3,complete
426,188,14-11-2024,09:01:56 AM,128,online,Swiggy,Attapur,2,refunded
427,189,02-11-2025,10:04:49 PM,111,online,Zomato,Charminar,1,complete
428,189,02-11-2025,10:04:49 PM,128,online,Zomato,Charminar,1,complete
429,189,02-11-2025,10:04:49 PM,106,online,Zomato,Charminar,1,complete
430,190,01-07-2024,12:43:13 PM,121,online,Swiggy,Mehdipatnam,3,cancelled
431,191,22-03-2025,10:17:05 PM,114,cash,local,Attapur,1,complete
432,191,22-03-2025,10:17:05 PM,123,cash,local,Attapur,1,complete
433,191,22-03-2025,10:17:05 PM,112,cash,local,Attapur,2,complete
434,191,22-03-2025,10:17:05 PM,126,cash,local,Attapur,1,complete
435,191,22-03-2025,10:17:05 PM,111,cash,local,Attapur,1,complete
436,192,12-04-2025,02:50:29 PM,106,online,local,Charminar,2,complete
437,193,15-02-2025,10:33:47 PM,123,cash,local,Gachibowli,1,complete
438,194,09-09-2025,09:30:03 PM,125,online,Swiggy,Attapur,1,complete
439,194,09-09-2025,09:30:03 PM,124,online,Swiggy,Attapur,2,complete
440,194,09-09-2025,09:30:03 PM,107,online,Swiggy,Attapur,2,complete
441,194,09-09-2025,09:30:03 PM,129,online,Swiggy,Attapur,1,complete
442,195,07-07-2024,07:00:40 PM,106,online,Swiggy,Gachibowli,2,cancelled
443,196,29-01-2025,09:01:58 PM,109,cash,local,Banjara Hills,2,complete
444,197,07-01-2025,03:01:24 PM,127,cash,local,Gachibowli,1,complete
445,197,07-01-2025,03:01:24 PM,111,cash,local,Gachibowli,3,complete
446,198,12-01-2024,07:29:06 PM,112,cash,local,Mehdipatnam,2,complete
447,198,12-01-2024,07:29:06 PM,106,cash,local,Mehdipatnam,3,complete
448,198,12-01-2024,07:29:06 PM,112,cash,local,Mehdipatnam,1,complete
449,198,12-01-2024,07:29:06 PM,119,cash,local,Mehdipatnam,3,complete
450,199,07-09-2025,10:59:04 PM,124,online,Swiggy,Gachibowli,1,complete
451,200,17-12-2024,08:34:16 PM,125,online,Zomato,Attapur,2,complete
452,201,17-09-2025,08:33:23 PM,117,online,local,Gachibowli,1,refunded
453,201,17-09-2025,08:33:23 PM,110,online,local,Gachibowli,2,refunded
454,201,17-09-2025,08:33:23 PM,120,online,local,Gachibowli,1,refunded
455,202,12-12-2025,05:45:39 PM,126,online,Swiggy,Banjara Hills,2,complete
456,202,12-12-2025,05:45:39 PM,109,online,Swiggy,Banjara Hills,5,complete
457,202,12-12-2025,05:45:39 PM,123,online,Swiggy,Banjara Hills,1,complete
458,202,12-12-2025,05:45:39 PM,109,online,Swiggy,Banjara Hills,1,complete
459,202,12-12-2025,05:45:39 PM,108,online,Swiggy,Banjara Hills,2,complete
460,202,12-12-2025,05:45:39 PM,114,online,Swiggy,Banjara Hills,1,complete
461,203,10-08-2025,03:45:38 PM,121,online,Zomato,Gachibowli,1,complete
462,203,10-08-2025,03:45:38 PM,112,online,Zomato,Gachibowli,1,complete
463,204,07-12-2024,08:06:24 PM,122,online,Zomato,Mehdipatnam,1,complete
464,205,01-03-2024,07:05:28 AM,101,cash,local,Attapur,1,complete
465,206,30-05-2024,10:33:45 PM,118,cash,local,Attapur,4,complete
466,207,16-09-2025,10:19:49 PM,111,online,Swiggy,Charminar,2,cancelled
467,208,05-04-2024,04:56:52 PM,123,online,local,Banjara Hills,1,complete
468,208,05-04-2024,04:56:52 PM,106,online,local,Banjara Hills,2,complete
469,208,05-04-2024,04:56:52 PM,128,online,local,Banjara Hills,1,complete
470,209,07-09-2025,03:44:30 PM,130,online,Zomato,Charminar,1,complete
471,210,06-02-2025,06:14:01 PM,128,online,local,Mehdipatnam,2,complete
472,210,06-02-2025,06:14:01 PM,125,online,local,Mehdipatnam,3,complete
473,211,16-02-2024,05:12:00 PM,132,cash,local,Banjara Hills,3,complete
474,211,16-02-2024,05:12:00 PM,108,cash,local,Banjara Hills,4,complete
475,211,16-02-2024,05:12:00 PM,118,cash,local,Banjara Hills,1,complete
476,212,06-02-2024,09:16:45 AM,101,online,Zomato,Gachibowli,3,cancelled
477,212,06-02-2024,09:16:45 AM,101,online,Zomato,Gachibowli,4,cancelled
478,213,24-08-2025,01:26:09 PM,120,online,local,Attapur,1,complete
479,214,01-11-2024,10:02:11 PM,118,online,Zomato,Attapur,1,complete
480,214,01-11-2024,10:02:11 PM,124,online,Zomato,Attapur,1,complete
481,214,01-11-2024,10:02:11 PM,122,online,Zomato,Attapur,2,complete
482,215,15-08-2025,07:34:18 AM,105,online,local,Banjara Hills,2,complete
483,215,15-08-2025,07:34:18 AM,104,online,local,Banjara Hills,1,complete
484,215,15-08-2025,07:34:18 AM,105,online,local,Banjara Hills,1,complete
485,216,29-06-2025,11:29:18 PM,113,online,Zomato,Attapur,3,cancelled
486,216,29-06-2025,11:29:18 PM,106,online,Zomato,Attapur,3,cancelled
487,216,29-06-2025,11:29:18 PM,128,online,Zomato,Attapur,2,cancelled
488,217,23-04-2025,11:13:16 PM,107,cash,Swiggy,Banjara Hills,2,complete
489,218,16-11-2025,02:57:34 PM,111,online,Zomato,Attapur,1,complete
490,219,05-01-2024,10:46:40 AM,117,online,local,Mehdipatnam,1,complete
491,219,05-01-2024,10:46:40 AM,101,online,local,Mehdipatnam,2,complete
492,219,05-01-2024,10:46:40 AM,105,online,local,Mehdipatnam,2,complete
493,219,05-01-2024,10:46:40 AM,128,online,local,Mehdipatnam,2,complete
494,219,05-01-2024,10:46:40 AM,111,online,local,Mehdipatnam,1,complete
495,220,10-06-2025,02:04:05 PM,121,online,Zomato,Charminar,1,complete
496,220,10-06-2025,02:04:05 PM,130,online,Zomato,Charminar,2,complete
497,221,08-05-2025,06:40:19 PM,107,cash,local,Gachibowli,4,complete
498,222,16-12-2024,09:15:26 PM,109,online,Swiggy,Gachibowli,3,cancelled
499,222,16-12-2024,09:15:26 PM,109,online,Swiggy,Gachibowli,2,cancelled
500,223,09-12-2025,08:43:19 PM,112,online,Swiggy,Charminar,1,complete
501,223,09-12-2025,08:43:19 PM,107,online,Swiggy,Charminar,2,complete
502,223,09-12-2025,08:43:19 PM,120,online,Swiggy,Charminar,1,complete
503,224,30-06-2025,09:25:21 AM,103,cash,local,Charminar,2,complete
504,224,30-06-2025,09:25:21 AM,111,cash,local,Charminar,2,complete
505,224,30-06-2025,09:25:21 AM,101,cash,local,Charminar,1,complete
506,224,30-06-2025,09:25:21 AM,102,cash,local,Charminar,1,complete
507,224,30-06-2025,09:25:21 AM,128,cash,local,Charminar,2,complete
508,225,08-11-2024,09:33:51 PM,106,online,local,Gachibowli,5,complete
509,226,18-03-2025,08:35:33 PM,121,online,Zomato,Banjara Hills,1,complete
510,226,18-03-2025,08:35:33 PM,108,online,Zomato,Banjara Hills,2,complete
511,226,18-03-2025,08:35:33 PM,119,online,Zomato,Banjara Hills,1,complete
512,226,18-03-2025,08:35:33 PM,121,online,Zomato,Banjara Hills,4,complete
513,226,18-03-2025,08:35:33 PM,106,online,Zomato,Banjara Hills,2,complete
514,227,14-03-2025,04:47:22 PM,128,online,Swiggy,Charminar,2,complete
515,228,04-10-2025,04:55:56 PM,125,online,Zomato,Attapur,2,complete
516,228,04-10-2025,04:55:56 PM,113,online,Zomato,Attapur,2,complete
517,229,04-02-2024,06:54:32 PM,130,online,local,Mehdipatnam,1,complete
518,229,04-02-2024,06:54:32 PM,113,online,local,Mehdipatnam,2,complete
519,230,13-02-2025,01:39:24 PM,130,online,local,Attapur,2,complete
520,231,23-11-2024,01:44:28 AM,108,online,local,Gachibowli,1,complete
521,232,13-05-2025,08:40:54 PM,107,online,Swiggy,Attapur,1,complete
522,232,13-05-2025,08:40:54 PM,121,online,Swiggy,Attapur,1,complete
523,233,27-09-2024,10:53:19 PM,106,cash,local,Charminar,1,complete
524,233,27-09-2024,10:53:19 PM,128,cash,local,Charminar,4,complete
525,233,27-09-2024,10:53:19 PM,131,cash,local,Charminar,3,complete
526,233,27-09-2024,10:53:19 PM,130,cash,local,Charminar,1,complete
527,233,27-09-2024,10:53:19 PM,110,cash,local,Charminar,2,complete
528,234,29-06-2025,12:52:45 PM,122,online,Swiggy,Banjara Hills,1,complete
529,234,29-06-2025,12:52:45 PM,111,online,Swiggy,Banjara Hills,3,complete
530,235,03-09-2024,08:33:47 PM,132,cash,local,Charminar,1,complete
531,235,03-09-2024,08:33:47 PM,130,cash,local,Charminar,1,complete
532,235,03-09-2024,08:33:47 PM,121,cash,local,Charminar,3,complete
533,235,03-09-2024,08:33:47 PM,107,cash,local,Charminar,5,complete
534,235,03-09-2024,08:33:47 PM,128,cash,local,Charminar,1,complete
535,236,29-04-2025,02:44:52 PM,122,online,Zomato,Banjara Hills,1,complete
536,236,29-04-2025,02:44:52 PM,117,online,Zomato,Banjara Hills,2,complete
537,236,29-04-2025,02:44:52 PM,107,online,Zomato,Banjara Hills,1,complete
538,237,28-01-2024,07:14:46 AM,104,online,Zomato,Mehdipatnam,4,complete
539,237,28-01-2024,07:14:46 AM,128,online,Zomato,Mehdipatnam,1,complete
540,238,29-06-2024,10:30:00 PM,128,online,local,Gachibowli,1,complete
541,238,29-06-2024,10:30:00 PM,128,online,local,Gachibowli,3,complete
542,238,29-06-2024,10:30:00 PM,122,online,local,Gachibowli,1,complete
543,239,16-12-2024,08:26:13 AM,118,online,Swiggy,Banjara Hills,5,complete
544,240,06-09-2024,05:38:08 PM,109,online,local,Mehdipatnam,2,complete
545,241,29-05-2025,01:39:03 PM,130,online,Swiggy,Banjara Hills,1,complete
546,241,29-05-2025,01:39:03 PM,116,online,Swiggy,Banjara Hills,1,complete
547,241,29-05-2025,01:39:03 PM,119,online,Swiggy,Banjara Hills,1,complete
548,241,29-05-2025,01:39:03 PM,124,online,Swiggy,Banjara Hills,3,complete
549,242,16-08-2025,08:43:50 PM,116,cash,local,Charminar,2,complete
550,242,16-08-2025,08:43:50 PM,121,cash,local,Charminar,3,complete
551,242,16-08-2025,08:43:50 PM,107,cash,local,Charminar,4,complete
552,243,30-01-2025,10:15:55 PM,131,cash,local,Mehdipatnam,1,complete
553,244,09-07-2025,06:26:35 PM,126,cash,local,Charminar,1,complete
554,244,09-07-2025,06:26:35 PM,106,cash,local,Charminar,4,complete
555,245,22-07-2025,07:29:15 PM,122,online,Zomato,Gachibowli,4,complete
556,245,22-07-2025,07:29:15 PM,130,online,Zomato,Gachibowli,3,complete
557,246,07-05-2024,07:57:25 PM,111,online,Zomato,Banjara Hills,3,complete
558,246,07-05-2024,07:57:25 PM,121,online,Zomato,Banjara Hills,4,complete
559,246,07-05-2024,07:57:25 PM,106,online,Zomato,Banjara Hills,1,complete
560,246,07-05-2024,07:57:25 PM,123,online,Zomato,Banjara Hills,2,complete
561,247,25-02-2025,05:48:39 PM,127,online,local,Mehdipatnam,5,complete
562,247,25-02-2025,05:48:39 PM,114,online,local,Mehdipatnam,2,complete
563,248,01-03-2025,07:38:45 PM,124,online,Zomato,Attapur,4,complete
564,248,01-03-2025,07:38:45 PM,107,online,Zomato,Attapur,1,complete
565,249,10-06-2025,07:02:12 PM,122,cash,local,Mehdipatnam,1,complete
566,249,10-06-2025,07:02:12 PM,117,cash,local,Mehdipatnam,1,complete
567,250,16-09-2024,03:44:08 PM,125,online,Swiggy,Charminar,1,complete
568,250,16-09-2024,03:44:08 PM,129,online,Swiggy,Charminar,2,complete
569,251,11-07-2025,12:38:32 PM,112,online,Zomato,Banjara Hills,2,complete
570,251,11-07-2025,12:38:32 PM,123,online,Zomato,Banjara Hills,2,complete
571,251,11-07-2025,12:38:32 PM,128,online,Zomato,Banjara Hills,2,complete
572,252,22-09-2025,02:08:50 PM,112,online,Swiggy,Gachibowli,1,complete
573,252,22-09-2025,02:08:50 PM,117,online,Swiggy,Gachibowli,1,complete
574,252,22-09-2025,02:08:50 PM,109,online,Swiggy,Gachibowli,1,complete
575,252,22-09-2025,02:08:50 PM,128,online,Swiggy,Gachibowli,1,complete
576,253,21-11-2024,04:09:31 PM,111,online,Swiggy,Charminar,4,refunded
577,253,21-11-2024,04:09:31 PM,110,online,Swiggy,Charminar,4,refunded
578,254,23-10-2025,06:20:45 PM,117,online,local,Gachibowli,2,complete
579,255,10-05-2025,08:08:26 AM,115,online,Swiggy,Mehdipatnam,3,complete
580,256,17-03-2025,07:24:11 PM,132,online,Zomato,Gachibowli,3,complete
581,256,17-03-2025,07:24:11 PM,115,online,Zomato,Gachibowli,1,complete
582,256,17-03-2025,07:24:11 PM,111,online,Zomato,Gachibowli,3,complete
583,257,20-10-2025,03:58:14 PM,114,online,Zomato,Gachibowli,4,cancelled
584,257,20-10-2025,03:58:14 PM,107,online,Zomato,Gachibowli,2,cancelled
585,257,20-10-2025,03:58:14 PM,116,online,Zomato,Gachibowli,2,cancelled
586,258,19-06-2025,07:07:43 PM,108,cash,local,Charminar,1,complete
587,259,09-12-2024,03:57:02 PM,106,online,local,Charminar,4,complete
588,260,17-04-2025,03:53:04 PM,113,online,Swiggy,Attapur,1,complete
589,260,17-04-2025,03:53:04 PM,106,online,Swiggy,Attapur,2,complete
590,261,29-09-2024,10:07:09 AM,103,online,Swiggy,Mehdipatnam,1,complete
591,262,25-10-2025,03:14:56 PM,123,cash,local,Attapur,1,complete
592,262,25-10-2025,03:14:56 PM,118,cash,local,Attapur,1,complete
593,262,25-10-2025,03:14:56 PM,107,cash,local,Attapur,4,complete
594,262,25-10-2025,03:14:56 PM,131,cash,local,Attapur,3,complete
595,263,08-02-2024,10:46:54 PM,132,online,local,Banjara Hills,2,complete
596,264,30-12-2024,01:05:14 AM,107,online,Swiggy,Mehdipatnam,1,complete
597,265,01-09-2025,01:47:22 PM,115,cash,local,Attapur,2,complete
598,265,01-09-2025,01:47:22 PM,128,cash,local,Attapur,1,complete
599,265,01-09-2025,01:47:22 PM,129,cash,local,Attapur,1,complete
600,265,01-09-2025,01:47:22 PM,128,cash,local,Attapur,1,complete
601,265,01-09-2025,01:47:22 PM,107,cash,local,Attapur,1,complete
602,266,04-07-2025,07:24:07 PM,130,cash,Swiggy,Attapur,2,complete
603,267,17-10-2025,03:43:07 PM,106,online,Zomato,Gachibowli,3,complete
604,268,30-03-2025,09:53:41 PM,109,cash,local,Gachibowli,1,complete
605,269,15-10-2025,06:17:28 PM,114,online,local,Mehdipatnam,1,complete
606,270,28-08-2025,01:34:16 PM,123,online,Zomato,Charminar,2,complete
607,271,18-04-2024,10:07:37 PM,129,online,Swiggy,Gachibowli,3,complete
608,272,06-03-2025,08:47:05 PM,107,online,Swiggy,Gachibowli,1,complete
609,273,08-07-2025,12:34:35 PM,129,online,Zomato,Banjara Hills,1,complete
610,274,07-03-2025,09:30:16 PM,114,online,Swiggy,Gachibowli,2,complete
611,274,07-03-2025,09:30:16 PM,128,online,Swiggy,Gachibowli,1,complete
612,275,13-11-2024,09:53:21 PM,132,cash,local,Mehdipatnam,2,complete
613,275,13-11-2024,09:53:21 PM,121,cash,local,Mehdipatnam,2,complete
614,275,13-11-2024,09:53:21 PM,112,cash,local,Mehdipatnam,2,complete
615,276,09-02-2025,08:22:31 PM,115,online,local,Gachibowli,2,complete
616,276,09-02-2025,08:22:31 PM,132,online,local,Gachibowli,1,complete
617,277,28-09-2024,01:24:20 PM,123,online,Swiggy,Banjara Hills,1,complete
618,278,28-05-2025,10:05:13 AM,105,online,Swiggy,Banjara Hills,2,complete
619,278,28-05-2025,10:05:13 AM,109,online,Swiggy,Banjara Hills,1,complete
620,279,19-10-2025,01:36:12 AM,122,online,local,Gachibowli,4,complete
621,279,19-10-2025,01:36:12 AM,111,online,local,Gachibowli,1,complete
622,279,19-10-2025,01:36:12 AM,117,online,local,Gachibowli,1,complete
623,279,19-10-2025,01:36:12 AM,109,online,local,Gachibowli,1,complete
624,280,17-09-2025,02:54:42 PM,131,online,Zomato,Attapur,1,complete
625,280,17-09-2025,02:54:42 PM,106,online,Zomato,Attapur,1,complete
626,280,17-09-2025,02:54:42 PM,106,online,Zomato,Attapur,1,complete
627,280,17-09-2025,02:54:42 PM,112,online,Zomato,Attapur,2,complete
628,281,19-09-2025,04:07:17 PM,112,cash,local,Mehdipatnam,1,complete
629,282,17-06-2025,01:36:38 PM,124,online,local,Charminar,1,complete
630,283,06-10-2024,09:56:31 PM,125,online,Zomato,Mehdipatnam,3,complete
631,284,23-09-2025,07:13:17 PM,113,online,local,Attapur,2,complete
632,285,21-09-2024,04:21:10 PM,107,online,Swiggy,Charminar,1,complete
633,285,21-09-2024,04:21:10 PM,109,online,Swiggy,Charminar,2,complete
634,286,15-04-2024,05:37:06 PM,105,online,local,Attapur,1,complete
635,286,15-04-2024,05:37:06 PM,128,online,local,Attapur,2,complete
636,287,01-10-2024,01:38:42 PM,112,online,Zomato,Gachibowli,1,complete
637,288,17-10-2025,11:06:35 PM,119,cash,Swiggy,Mehdipatnam,3,complete
638,288,17-10-2025,11:06:35 PM,107,cash,Swiggy,Mehdipatnam,3,complete
639,289,07-08-2025,07:26:58 PM,106,online,Swiggy,Gachibowli,1,complete
640,289,07-08-2025,07:26:58 PM,109,online,Swiggy,Gachibowli,1,complete
641,290,03-10-2025,07:32:52 AM,109,online,Zomato,Gachibowli,1,complete
642,291,08-11-2024,07:18:31 AM,125,online,Swiggy,Mehdipatnam,1,complete
643,291,08-11-2024,07:18:31 AM,104,online,Swiggy,Mehdipatnam,1,complete
644,291,08-11-2024,07:18:31 AM,101,online,Swiggy,Mehdipatnam,2,complete
645,291,08-11-2024,07:18:31 AM,120,online,Swiggy,Mehdipatnam,1,complete
646,292,24-11-2025,11:54:53 PM,121,online,Zomato,Banjara Hills,5,complete
647,293,20-02-2025,10:21:17 PM,112,online,Swiggy,Gachibowli,1,complete
648,293,20-02-2025,10:21:17 PM,115,online,Swiggy,Gachibowli,3,complete
649,293,20-02-2025,10:21:17 PM,112,online,Swiggy,Gachibowli,1,complete
650,293,20-02-2025,10:21:17 PM,121,online,Swiggy,Gachibowli,1,complete
651,293,20-02-2025,10:21:17 PM,109,online,Swiggy,Gachibowli,3,complete
652,294,30-06-2025,10:43:11 PM,125,online,Swiggy,Mehdipatnam,1,complete
653,295,03-08-2025,07:06:44 AM,104,online,Swiggy,Banjara Hills,2,cancelled
654,295,03-08-2025,07:06:44 AM,129,online,Swiggy,Banjara Hills,2,cancelled
655,295,03-08-2025,07:06:44 AM,114,online,Swiggy,Banjara Hills,1,cancelled
656,295,03-08-2025,07:06:44 AM,128,online,Swiggy,Banjara Hills,3,cancelled
657,296,01-04-2024,12:02:53 AM,106,cash,local,Mehdipatnam,3,complete
658,296,01-04-2024,12:02:53 AM,122,cash,local,Mehdipatnam,5,complete
659,296,01-04-2024,12:02:53 AM,129,cash,local,Mehdipatnam,1,complete
660,296,01-04-2024,12:02:53 AM,126,cash,local,Mehdipatnam,3,complete
661,297,11-05-2024,08:36:27 PM,112,cash,local,Charminar,3,complete
662,297,11-05-2024,08:36:27 PM,114,cash,local,Charminar,2,complete
663,297,11-05-2024,08:36:27 PM,112,cash,local,Charminar,2,complete
664,297,11-05-2024,08:36:27 PM,107,cash,local,Charminar,1,complete
665,297,11-05-2024,08:36:27 PM,111,cash,local,Charminar,1,complete
666,297,11-05-2024,08:36:27 PM,125,cash,local,Charminar,1,complete
667,298,24-11-2025,02:51:47 PM,127,online,Swiggy,Banjara Hills,2,complete
668,298,24-11-2025,02:51:47 PM,112,online,Swiggy,Banjara Hills,1,complete
669,298,24-11-2025,02:51:47 PM,112,online,Swiggy,Banjara Hills,2,complete
670,299,25-05-2025,09:48:27 PM,122,online,Zomato,Mehdipatnam,3,complete
671,299,25-05-2025,09:48:27 PM,111,online,Zomato,Mehdipatnam,1,complete
672,299,25-05-2025,09:48:27 PM,107,online,Zomato,Mehdipatnam,1,complete
673,300,23-12-2024,09:50:48 PM,121,online,local,Mehdipatnam,3,complete
674,300,23-12-2024,09:50:48 PM,128,online,local,Mehdipatnam,2,complete
675,300,23-12-2024,09:50:48 PM,106,online,local,Mehdipatnam,1,complete
676,301,01-12-2024,10:46:21 AM,104,cash,local,Charminar,1,complete
677,301,01-12-2024,10:46:21 AM,105,cash,local,Charminar,3,complete
678,301,01-12-2024,10:46:21 AM,129,cash,local,Charminar,1,complete
679,302,05-12-2025,01:10:03 PM,117,online,Swiggy,Gachibowli,2,complete
680,303,25-05-2024,02:42:26 PM,109,online,Zomato,Banjara Hills,1,cancelled
681,303,25-05-2024,02:42:26 PM,112,online,Zomato,Banjara Hills,1,cancelled
682,304,06-08-2025,08:12:47 AM,117,online,Swiggy,Attapur,2,complete
683,304,06-08-2025,08:12:47 AM,129,online,Swiggy,Attapur,1,complete
684,305,07-08-2025,01:28:09 AM,118,online,Zomato,Banjara Hills,2,complete
685,305,07-08-2025,01:28:09 AM,114,online,Zomato,Banjara Hills,3,complete
686,305,07-08-2025,01:28:09 AM,106,online,Zomato,Banjara Hills,1,complete
687,305,07-08-2025,01:28:09 AM,118,online,Zomato,Banjara Hills,2,complete
688,306,24-05-2024,02:20:04 PM,121,online,Zomato,Banjara Hills,1,cancelled
689,306,24-05-2024,02:20:04 PM,109,online,Zomato,Banjara Hills,2,cancelled
690,307,09-09-2024,10:35:36 AM,114,cash,Swiggy,Gachibowli,1,complete
